"Species code","Species name","Province","Zone","Year","Estimate","± 1 standard error"
"1290","Common Merganser","Alberta","1","2006","145","145"
"1290","Common Merganser","Alberta","2","2006","281","459"
"1290","Common Merganser","Newfoundland and Labrador","1","2006","721","389"
"1290","Common Merganser","Nova Scotia","1","2006","463","385"
"1290","Common Merganser","Ontario","1","2006","516","331"
"1290","Common Merganser","Ontario","2","2006","453","211"
"1290","Common Merganser","Ontario","3","2006","276","251"
"1290","Common Merganser","Prince Edward Island","1","2006","287","234"
"1290","Common Merganser","Quebec","1","2006","1076","457"
"1290","Common Merganser","Quebec","2","2006","101","74"
"1290","Common Merganser","New Brunswick","1","2007","67","71"
"1290","Common Merganser","New Brunswick","2","2007","55","28"
"1290","Common Merganser","Newfoundland and Labrador","1","2007","3467","1204"
"1290","Common Merganser","Nova Scotia","1","2007","829","136"
"1290","Common Merganser","Nova Scotia","2","2007","203","212"
"1290","Common Merganser","Ontario","1","2007","160","114"
"1290","Common Merganser","Ontario","2","2007","578","306"
"1290","Common Merganser","Ontario","3","2007","166","117"
"1290","Common Merganser","Prince Edward Island","1","2007","330","361"
"1290","Common Merganser","Quebec","1","2007","1399","405"
"1290","Common Merganser","Quebec","2","2007","465","209"
"1290","Common Merganser","British Columbia","2","2008","32","30"
"1290","Common Merganser","New Brunswick","1","2008","31","33"
"1290","Common Merganser","Newfoundland and Labrador","1","2008","2042","1146"
"1290","Common Merganser","Newfoundland and Labrador","2","2008","58","0"
"1290","Common Merganser","Nova Scotia","1","2008","291","216"
"1290","Common Merganser","Nova Scotia","2","2008","264","184"
"1290","Common Merganser","Ontario","1","2008","316","186"
"1290","Common Merganser","Ontario","2","2008","385","159"
"1290","Common Merganser","Ontario","3","2008","225","118"
"1290","Common Merganser","Prince Edward Island","1","2008","94","66"
"1290","Common Merganser","Quebec","1","2008","333","176"
"1290","Common Merganser","Quebec","2","2008","650","340"
"1290","Common Merganser","Newfoundland and Labrador","1","2009","3693","1609"
"1290","Common Merganser","Nova Scotia","1","2009","656","334"
"1290","Common Merganser","Nova Scotia","2","2009","216","150"
"1290","Common Merganser","Ontario","1","2009","129","87"
"1290","Common Merganser","Ontario","2","2009","2493","1396"
"1290","Common Merganser","Ontario","3","2009","89","89"
"1290","Common Merganser","Prince Edward Island","1","2009","370","415"
"1290","Common Merganser","Quebec","1","2009","751","277"
"1290","Common Merganser","Quebec","2","2009","343","237"
"1290","Common Merganser","New Brunswick","1","2010","514","378"
"1290","Common Merganser","Newfoundland and Labrador","1","2010","2046","795"
"1290","Common Merganser","Newfoundland and Labrador","2","2010","1762","539"
"1290","Common Merganser","Nova Scotia","1","2010","1459","721"
"1290","Common Merganser","Nova Scotia","2","2010","104","76"
"1290","Common Merganser","Ontario","2","2010","709","521"
"1290","Common Merganser","Quebec","1","2010","1419","517"
"1290","Common Merganser","Quebec","2","2010","229","140"
"1290","Common Merganser","Newfoundland and Labrador","1","2011","1045","618"
"1290","Common Merganser","Nova Scotia","1","2011","1283","888"
"1290","Common Merganser","Nova Scotia","2","2011","167","150"
"1290","Common Merganser","Ontario","1","2011","435","305"
"1290","Common Merganser","Ontario","2","2011","1460","570"
"1290","Common Merganser","Ontario","3","2011","38","37"
"1290","Common Merganser","Prince Edward Island","1","2011","354","353"
"1290","Common Merganser","Quebec","1","2011","1812","621"
"1290","Common Merganser","Quebec","2","2011","824","415"
"1290","Common Merganser","British Columbia","2","2012","21","21"
"1290","Common Merganser","New Brunswick","1","2012","46","49"
"1290","Common Merganser","New Brunswick","2","2012","87","97"
"1290","Common Merganser","Newfoundland and Labrador","1","2012","1597","967"
"1290","Common Merganser","Nova Scotia","1","2012","435","259"
"1290","Common Merganser","Ontario","2","2012","569","364"
"1290","Common Merganser","Ontario","3","2012","361","175"
"1290","Common Merganser","Prince Edward Island","1","2012","1167","1225"
"1290","Common Merganser","Quebec","1","2012","1864","544"
"1290","Common Merganser","Quebec","2","2012","511","251"
"1290","Common Merganser","British Columbia","1","2013","32","32"
"1290","Common Merganser","New Brunswick","1","2013","55","77"
"1290","Common Merganser","Newfoundland and Labrador","1","2013","606","423"
"1290","Common Merganser","Newfoundland and Labrador","2","2013","866","793"
"1290","Common Merganser","Nova Scotia","1","2013","379","215"
"1290","Common Merganser","Nova Scotia","2","2013","244","173"
"1290","Common Merganser","Ontario","1","2013","308","303"
"1290","Common Merganser","Ontario","2","2013","315","233"
"1290","Common Merganser","Ontario","3","2013","143","100"
"1290","Common Merganser","Prince Edward Island","1","2013","487","655"
"1290","Common Merganser","Quebec","1","2013","679","277"
"1290","Common Merganser","Quebec","2","2013","221","162"
"1290","Common Merganser","British Columbia","1","2014","164","161"
"1290","Common Merganser","Newfoundland and Labrador","1","2014","2259","1723"
"1290","Common Merganser","Newfoundland and Labrador","2","2014","144","94"
"1290","Common Merganser","Nova Scotia","2","2014","85","177"
"1290","Common Merganser","Ontario","1","2014","1698","832"
"1290","Common Merganser","Ontario","2","2014","3552","1366"
"1290","Common Merganser","Quebec","1","2014","462","196"
"1290","Common Merganser","Quebec","2","2014","332","240"
"1290","Common Merganser","British Columbia","1","2015","88","55"
"1290","Common Merganser","Manitoba","1","2015","101","90"
"1290","Common Merganser","New Brunswick","2","2015","421","398"
"1290","Common Merganser","Newfoundland and Labrador","1","2015","1621","894"
"1290","Common Merganser","Newfoundland and Labrador","2","2015","6697","3771"
"1290","Common Merganser","Nova Scotia","2","2015","29","27"
"1290","Common Merganser","Ontario","1","2015","265","178"
"1290","Common Merganser","Ontario","2","2015","1696","687"
"1290","Common Merganser","Ontario","3","2015","309","177"
"1290","Common Merganser","Quebec","1","2015","1306","545"
"1290","Common Merganser","Quebec","2","2015","191","140"
"1290","Common Merganser","British Columbia","2","2016","40","33"
"1290","Common Merganser","Newfoundland and Labrador","1","2016","540","343"
"1290","Common Merganser","Nova Scotia","1","2016","49","46"
"1290","Common Merganser","Ontario","1","2016","177","138"
"1290","Common Merganser","Ontario","2","2016","762","347"
"1290","Common Merganser","Quebec","1","2016","495","198"
"1290","Common Merganser","Quebec","2","2016","98","93"
"1290","Common Merganser","New Brunswick","1","2017","100","57"
"1290","Common Merganser","Newfoundland and Labrador","1","2017","459","466"
"1290","Common Merganser","Nova Scotia","1","2017","285","195"
"1290","Common Merganser","Ontario","1","2017","184","191"
"1290","Common Merganser","Ontario","2","2017","754","428"
"1290","Common Merganser","Ontario","3","2017","583","550"
"1290","Common Merganser","Quebec","1","2017","736","234"
"1290","Common Merganser","Quebec","2","2017","279","278"
"1290","Common Merganser","New Brunswick","1","2018","137","140"
"1290","Common Merganser","Newfoundland and Labrador","1","2018","1396","638"
"1290","Common Merganser","Nova Scotia","1","2018","117","118"
"1290","Common Merganser","Nova Scotia","2","2018","100","97"
"1290","Common Merganser","Ontario","1","2018","271","189"
"1290","Common Merganser","Ontario","2","2018","934","492"
"1290","Common Merganser","Ontario","3","2018","10","9"
"1290","Common Merganser","Quebec","1","2018","855","345"
"1290","Common Merganser","Quebec","2","2018","49","49"
"1300","Red-breasted Merganser","New Brunswick","1","1969","112","66"
"1300","Red-breasted Merganser","New Brunswick","2","1969","448","257"
"1300","Red-breasted Merganser","Newfoundland and Labrador","1","1969","1021","507"
"1300","Red-breasted Merganser","Newfoundland and Labrador","2","1969","2604","1881"
"1300","Red-breasted Merganser","Nova Scotia","1","1969","1366","291"
"1300","Red-breasted Merganser","Nova Scotia","2","1969","175","58"
"1300","Red-breasted Merganser","Ontario","1","1969","354","158"
"1300","Red-breasted Merganser","Ontario","2","1969","886","190"
"1300","Red-breasted Merganser","Ontario","3","1969","80","26"
"1300","Red-breasted Merganser","Prince Edward Island","1","1969","522","205"
"1300","Red-breasted Merganser","Quebec","1","1969","1459","316"
"1300","Red-breasted Merganser","Quebec","2","1969","1327","316"
"1300","Red-breasted Merganser","Alberta","1","1970","184","18"
"1300","Red-breasted Merganser","Manitoba","1","1970","220","9"
"1300","Red-breasted Merganser","New Brunswick","1","1970","145","85"
"1300","Red-breasted Merganser","New Brunswick","2","1970","442","232"
"1300","Red-breasted Merganser","Newfoundland and Labrador","1","1970","3433","1747"
"1300","Red-breasted Merganser","Newfoundland and Labrador","2","1970","1595","1173"
"1300","Red-breasted Merganser","Nova Scotia","1","1970","2252","466"
"1300","Red-breasted Merganser","Nova Scotia","2","1970","541","180"
"1300","Red-breasted Merganser","Ontario","1","1970","1879","826"
"1300","Red-breasted Merganser","Ontario","2","1970","520","113"
"1300","Red-breasted Merganser","Ontario","3","1970","141","47"
"1300","Red-breasted Merganser","Prince Edward Island","1","1970","277","111"
"1300","Red-breasted Merganser","Quebec","1","1970","2356","539"
"1300","Red-breasted Merganser","Quebec","2","1970","1980","459"
"1300","Red-breasted Merganser","British Columbia","2","1971","57","9"
"1300","Red-breasted Merganser","New Brunswick","1","1971","209","121"
"1300","Red-breasted Merganser","New Brunswick","2","1971","797","427"
"1300","Red-breasted Merganser","Newfoundland and Labrador","2","1971","912","715"
"1300","Red-breasted Merganser","Nova Scotia","1","1971","1436","303"
"1300","Red-breasted Merganser","Nova Scotia","2","1971","306","104"
"1300","Red-breasted Merganser","Ontario","1","1971","495","221"
"1300","Red-breasted Merganser","Ontario","2","1971","431","96"
"1300","Red-breasted Merganser","Ontario","3","1971","241","78"
"1300","Red-breasted Merganser","Prince Edward Island","1","1971","567","225"
"1300","Red-breasted Merganser","Quebec","1","1971","5767","1329"
"1300","Red-breasted Merganser","Quebec","2","1971","2860","666"
"1300","Red-breasted Merganser","Alberta","1","1972","277","21"
"1300","Red-breasted Merganser","Alberta","2","1972","192","10"
"1300","Red-breasted Merganser","British Columbia","1","1972","83","33"
"1300","Red-breasted Merganser","British Columbia","2","1972","78","8"
"1300","Red-breasted Merganser","Manitoba","1","1972","110","6"
"1300","Red-breasted Merganser","Manitoba","2","1972","73","8"
"1300","Red-breasted Merganser","New Brunswick","1","1972","404","228"
"1300","Red-breasted Merganser","New Brunswick","2","1972","290","161"
"1300","Red-breasted Merganser","Newfoundland and Labrador","1","1972","6323","2904"
"1300","Red-breasted Merganser","Newfoundland and Labrador","2","1972","982","715"
"1300","Red-breasted Merganser","Nova Scotia","1","1972","1661","292"
"1300","Red-breasted Merganser","Nova Scotia","2","1972","171","57"
"1300","Red-breasted Merganser","Ontario","1","1972","5626","2295"
"1300","Red-breasted Merganser","Ontario","2","1972","1023","184"
"1300","Red-breasted Merganser","Prince Edward Island","1","1972","473","175"
"1300","Red-breasted Merganser","Quebec","1","1972","3005","630"
"1300","Red-breasted Merganser","Quebec","2","1972","3011","498"
"1300","Red-breasted Merganser","Alberta","2","1973","195","10"
"1300","Red-breasted Merganser","British Columbia","2","1973","318","30"
"1300","Red-breasted Merganser","New Brunswick","1","1973","173","100"
"1300","Red-breasted Merganser","New Brunswick","2","1973","1258","689"
"1300","Red-breasted Merganser","Newfoundland and Labrador","1","1973","2213","1105"
"1300","Red-breasted Merganser","Newfoundland and Labrador","2","1973","489","377"
"1300","Red-breasted Merganser","Nova Scotia","1","1973","1190","251"
"1300","Red-breasted Merganser","Nova Scotia","2","1973","427","142"
"1300","Red-breasted Merganser","Ontario","1","1973","1277","534"
"1300","Red-breasted Merganser","Ontario","2","1973","766","145"
"1300","Red-breasted Merganser","Ontario","3","1973","323","104"
"1300","Red-breasted Merganser","Prince Edward Island","1","1973","632","247"
"1300","Red-breasted Merganser","Quebec","1","1973","2123","437"
"1300","Red-breasted Merganser","Quebec","2","1973","1795","327"
"1300","Red-breasted Merganser","New Brunswick","1","1974","207","118"
"1300","Red-breasted Merganser","New Brunswick","2","1974","243","124"
"1300","Red-breasted Merganser","Newfoundland and Labrador","1","1974","4734","2337"
"1300","Red-breasted Merganser","Newfoundland and Labrador","2","1974","815","519"
"1300","Red-breasted Merganser","Nova Scotia","1","1974","1535","277"
"1300","Red-breasted Merganser","Nova Scotia","2","1974","524","169"
"1300","Red-breasted Merganser","Ontario","1","1974","2018","861"
"1300","Red-breasted Merganser","Ontario","2","1974","653","117"
"1300","Red-breasted Merganser","Ontario","3","1974","83","26"
"1300","Red-breasted Merganser","Prince Edward Island","1","1974","1760","649"
"1300","Red-breasted Merganser","Quebec","1","1974","2598","517"
"1300","Red-breasted Merganser","Quebec","2","1974","1358","278"
"1300","Red-breasted Merganser","British Columbia","1","1975","64","22"
"1300","Red-breasted Merganser","New Brunswick","1","1975","28","4"
"1300","Red-breasted Merganser","New Brunswick","2","1975","307","54"
"1300","Red-breasted Merganser","Newfoundland and Labrador","1","1975","351","43"
